2024-03-01 17:32:35,275 INFO    StreamThr :11509 [internal.py:wandb_internal():87] W&B internal server running at pid: 11509, started at: 2024-03-01 17:32:35.275438
2024-03-01 17:32:35,282 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: status
2024-03-01 17:32:35,284 INFO    WriterThread:11509 [datastore.py:open_for_write():85] open: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/run-7a1ew4p9.wandb
2024-03-01 17:32:35,284 DEBUG   SenderThread:11509 [sender.py:send():334] send: header
2024-03-01 17:32:35,290 DEBUG   SenderThread:11509 [sender.py:send():334] send: run
2024-03-01 17:32:35,585 INFO    SenderThread:11509 [dir_watcher.py:__init__():216] watching files in: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files
2024-03-01 17:32:35,585 INFO    SenderThread:11509 [sender.py:_start_run_threads():1065] run started: 7a1ew4p9 with start time 1709335955.275325
2024-03-01 17:32:35,585 DEBUG   SenderThread:11509 [sender.py:send_request():361] send_request: summary_record
2024-03-01 17:32:35,585 INFO    SenderThread:11509 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-03-01 17:32:35,587 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: check_version
2024-03-01 17:32:35,587 DEBUG   SenderThread:11509 [sender.py:send_request():361] send_request: check_version
2024-03-01 17:32:35,647 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: run_start
2024-03-01 17:32:35,648 DEBUG   HandlerThread:11509 [system_info.py:__init__():31] System info init
2024-03-01 17:32:35,648 DEBUG   HandlerThread:11509 [system_info.py:__init__():46] System info init done
2024-03-01 17:32:35,648 INFO    HandlerThread:11509 [system_monitor.py:start():151] Starting system monitor
2024-03-01 17:32:35,648 INFO    SystemMonitor:11509 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-03-01 17:32:35,649 INFO    SystemMonitor:11509 [interfaces.py:start():168] Started cpu
2024-03-01 17:32:35,649 INFO    HandlerThread:11509 [system_monitor.py:probe():172] Collecting system info
2024-03-01 17:32:35,651 DEBUG   HandlerThread:11509 [system_info.py:probe():195] Probing system
2024-03-01 17:32:35,654 INFO    SystemMonitor:11509 [interfaces.py:start():168] Started disk
2024-03-01 17:32:35,655 INFO    SystemMonitor:11509 [interfaces.py:start():168] Started memory
2024-03-01 17:32:35,656 INFO    SystemMonitor:11509 [interfaces.py:start():168] Started network
2024-03-01 17:32:35,658 DEBUG   HandlerThread:11509 [system_info.py:_probe_git():180] Probing git
2024-03-01 17:32:35,670 DEBUG   HandlerThread:11509 [system_info.py:_probe_git():188] Probing git done
2024-03-01 17:32:35,670 DEBUG   HandlerThread:11509 [system_info.py:probe():241] Probing system done
2024-03-01 17:32:35,670 DEBUG   HandlerThread:11509 [system_monitor.py:probe():181] {'os': 'Linux-5.15.0-97-generic-x86_64-with-glibc2.35', 'python': '3.9.18', 'heartbeatAt': '2024-03-01T23:32:35.651257', 'startedAt': '2024-03-01T23:32:35.269177', 'docker': None, 'cuda': None, 'args': ('--trainval_artifact', 'trainval_data.csv:latest', '--val_size', '0.2', '--random_seed', '42', '--stratify_by', 'neighbourhood_group', '--rf_config', '/home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/multirun/2024-03-01/17-32-31/0/rf_config.json', '--max_tfidf_features', '5', '--output_artifact', 'random_forest_export'), 'state': 'running', 'program': '/home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/run.py', 'codePath': 'src/train_random_forest/run.py', 'git': {'remote': 'https://github.com/dariusstrongman/Project-Build-an-ML-Pipeline-Starter.git', 'commit': '077621b0ed54d88e8c2f5ef3dea7b725c4ea7c98'}, 'email': None, 'root': '/home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter', 'host': 'dariusstrongman-virtual-machine', 'username': 'dariusstrongman', 'executable': '/home/dariusstrongman/miniconda3/envs/mlflow-d6c04384fb9356865b6d231fc3cbd1b1b9b4863e/bin/python', 'cpu_count': 2, 'cpu_count_logical': 2, 'cpu_freq': {'current': 2904.0, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2904.0, 'min': 0.0, 'max': 0.0}, {'current': 2904.0, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 28.865177154541016, 'used': 22.53668212890625}, 'memory': {'total': 3.7856826782226562}}
2024-03-01 17:32:35,670 INFO    HandlerThread:11509 [system_monitor.py:probe():182] Finished collecting system info
2024-03-01 17:32:35,670 INFO    HandlerThread:11509 [system_monitor.py:probe():185] Publishing system info
2024-03-01 17:32:35,670 DEBUG   HandlerThread:11509 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-03-01 17:32:35,670 DEBUG   HandlerThread:11509 [system_info.py:_save_pip():67] Saving pip packages done
2024-03-01 17:32:35,670 DEBUG   HandlerThread:11509 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-03-01 17:32:36,617 INFO    Thread-13 :11509 [dir_watcher.py:_on_file_created():275] file/dir created: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files/conda-environment.yaml
2024-03-01 17:32:36,618 INFO    Thread-13 :11509 [dir_watcher.py:_on_file_created():275] file/dir created: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files/wandb-summary.json
2024-03-01 17:32:36,618 INFO    Thread-13 :11509 [dir_watcher.py:_on_file_created():275] file/dir created: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files/requirements.txt
2024-03-01 17:32:37,146 DEBUG   HandlerThread:11509 [system_info.py:_save_conda():86] Saving conda packages done
2024-03-01 17:32:37,147 INFO    HandlerThread:11509 [system_monitor.py:probe():187] Finished publishing system info
2024-03-01 17:32:37,153 DEBUG   SenderThread:11509 [sender.py:send():334] send: files
2024-03-01 17:32:37,153 INFO    SenderThread:11509 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2024-03-01 17:32:37,157 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: stop_status
2024-03-01 17:32:37,158 DEBUG   SenderThread:11509 [sender.py:send_request():361] send_request: stop_status
2024-03-01 17:32:37,323 DEBUG   SenderThread:11509 [sender.py:send():334] send: telemetry
2024-03-01 17:32:37,324 DEBUG   SenderThread:11509 [sender.py:send():334] send: config
2024-03-01 17:32:37,324 DEBUG   SenderThread:11509 [sender.py:send():334] send: config
2024-03-01 17:32:37,325 DEBUG   SenderThread:11509 [sender.py:send():334] send: exit
2024-03-01 17:32:37,325 INFO    SenderThread:11509 [sender.py:send_exit():557] handling exit code: 1
2024-03-01 17:32:37,325 INFO    SenderThread:11509 [sender.py:send_exit():559] handling runtime: 1
2024-03-01 17:32:37,325 INFO    SenderThread:11509 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-03-01 17:32:37,326 INFO    SenderThread:11509 [sender.py:send_exit():565] send defer
2024-03-01 17:32:37,326 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: defer
2024-03-01 17:32:37,326 INFO    HandlerThread:11509 [handler.py:handle_request_defer():170] handle defer: 0
2024-03-01 17:32:37,326 DEBUG   SenderThread:11509 [sender.py:send_request():361] send_request: defer
2024-03-01 17:32:37,326 INFO    SenderThread:11509 [sender.py:send_request_defer():581] handle sender defer: 0
2024-03-01 17:32:37,326 INFO    SenderThread:11509 [sender.py:transition_state():585] send defer: 1
2024-03-01 17:32:37,326 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: defer
2024-03-01 17:32:37,326 INFO    HandlerThread:11509 [handler.py:handle_request_defer():170] handle defer: 1
2024-03-01 17:32:37,326 DEBUG   SenderThread:11509 [sender.py:send_request():361] send_request: defer
2024-03-01 17:32:37,326 INFO    SenderThread:11509 [sender.py:send_request_defer():581] handle sender defer: 1
2024-03-01 17:32:37,326 INFO    SenderThread:11509 [sender.py:transition_state():585] send defer: 2
2024-03-01 17:32:37,327 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: defer
2024-03-01 17:32:37,327 INFO    HandlerThread:11509 [handler.py:handle_request_defer():170] handle defer: 2
2024-03-01 17:32:37,327 INFO    HandlerThread:11509 [system_monitor.py:finish():161] Stopping system monitor
2024-03-01 17:32:37,327 DEBUG   SystemMonitor:11509 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2024-03-01 17:32:37,327 DEBUG   SystemMonitor:11509 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2024-03-01 17:32:37,327 DEBUG   SystemMonitor:11509 [system_monitor.py:_start():141] Publishing last batch of metrics
2024-03-01 17:32:37,328 INFO    HandlerThread:11509 [interfaces.py:finish():175] Joined cpu
2024-03-01 17:32:37,328 INFO    HandlerThread:11509 [interfaces.py:finish():175] Joined disk
2024-03-01 17:32:37,328 INFO    HandlerThread:11509 [interfaces.py:finish():175] Joined memory
2024-03-01 17:32:37,328 INFO    HandlerThread:11509 [interfaces.py:finish():175] Joined network
2024-03-01 17:32:37,328 DEBUG   SenderThread:11509 [sender.py:send_request():361] send_request: defer
2024-03-01 17:32:37,328 INFO    SenderThread:11509 [sender.py:send_request_defer():581] handle sender defer: 2
2024-03-01 17:32:37,328 INFO    SenderThread:11509 [sender.py:transition_state():585] send defer: 3
2024-03-01 17:32:37,328 DEBUG   SenderThread:11509 [sender.py:send():334] send: stats
2024-03-01 17:32:37,328 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: defer
2024-03-01 17:32:37,328 INFO    HandlerThread:11509 [handler.py:handle_request_defer():170] handle defer: 3
2024-03-01 17:32:37,328 DEBUG   SenderThread:11509 [sender.py:send_request():361] send_request: defer
2024-03-01 17:32:37,328 INFO    SenderThread:11509 [sender.py:send_request_defer():581] handle sender defer: 3
2024-03-01 17:32:37,328 INFO    SenderThread:11509 [sender.py:transition_state():585] send defer: 4
2024-03-01 17:32:37,329 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: defer
2024-03-01 17:32:37,329 INFO    HandlerThread:11509 [handler.py:handle_request_defer():170] handle defer: 4
2024-03-01 17:32:37,329 DEBUG   SenderThread:11509 [sender.py:send_request():361] send_request: defer
2024-03-01 17:32:37,329 INFO    SenderThread:11509 [sender.py:send_request_defer():581] handle sender defer: 4
2024-03-01 17:32:37,329 INFO    SenderThread:11509 [sender.py:transition_state():585] send defer: 5
2024-03-01 17:32:37,329 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: defer
2024-03-01 17:32:37,329 INFO    HandlerThread:11509 [handler.py:handle_request_defer():170] handle defer: 5
2024-03-01 17:32:37,329 DEBUG   SenderThread:11509 [sender.py:send():334] send: summary
2024-03-01 17:32:37,329 INFO    SenderThread:11509 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-03-01 17:32:37,330 DEBUG   SenderThread:11509 [sender.py:send_request():361] send_request: defer
2024-03-01 17:32:37,330 INFO    SenderThread:11509 [sender.py:send_request_defer():581] handle sender defer: 5
2024-03-01 17:32:37,330 INFO    SenderThread:11509 [sender.py:transition_state():585] send defer: 6
2024-03-01 17:32:37,330 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: defer
2024-03-01 17:32:37,330 INFO    HandlerThread:11509 [handler.py:handle_request_defer():170] handle defer: 6
2024-03-01 17:32:37,330 DEBUG   SenderThread:11509 [sender.py:send_request():361] send_request: defer
2024-03-01 17:32:37,330 INFO    SenderThread:11509 [sender.py:send_request_defer():581] handle sender defer: 6
2024-03-01 17:32:37,333 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: status_report
2024-03-01 17:32:37,462 INFO    SenderThread:11509 [sender.py:transition_state():585] send defer: 7
2024-03-01 17:32:37,463 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: defer
2024-03-01 17:32:37,463 INFO    HandlerThread:11509 [handler.py:handle_request_defer():170] handle defer: 7
2024-03-01 17:32:37,463 DEBUG   SenderThread:11509 [sender.py:send_request():361] send_request: defer
2024-03-01 17:32:37,463 INFO    SenderThread:11509 [sender.py:send_request_defer():581] handle sender defer: 7
2024-03-01 17:32:37,600 INFO    Thread-16 :11509 [upload_job.py:push():143] Uploaded file /tmp/tmpz1_vs7muwandb/nc2z3usq-wandb-metadata.json
2024-03-01 17:32:37,640 INFO    Thread-13 :11509 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files/conda-environment.yaml
2024-03-01 17:32:37,640 INFO    Thread-13 :11509 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files/wandb-summary.json
2024-03-01 17:32:37,640 INFO    Thread-13 :11509 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files/config.yaml
2024-03-01 17:32:37,641 INFO    Thread-13 :11509 [dir_watcher.py:_on_file_created():275] file/dir created: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files/wandb-metadata.json
2024-03-01 17:32:37,641 INFO    Thread-13 :11509 [dir_watcher.py:_on_file_created():275] file/dir created: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files/output.log
2024-03-01 17:32:38,291 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: poll_exit
2024-03-01 17:32:39,333 INFO    SenderThread:11509 [sender.py:transition_state():585] send defer: 8
2024-03-01 17:32:39,333 DEBUG   SenderThread:11509 [sender.py:send_request():361] send_request: poll_exit
2024-03-01 17:32:39,334 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: defer
2024-03-01 17:32:39,334 INFO    HandlerThread:11509 [handler.py:handle_request_defer():170] handle defer: 8
2024-03-01 17:32:39,334 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: poll_exit
2024-03-01 17:32:39,334 DEBUG   SenderThread:11509 [sender.py:send_request():361] send_request: defer
2024-03-01 17:32:39,334 INFO    SenderThread:11509 [sender.py:send_request_defer():581] handle sender defer: 8
2024-03-01 17:32:39,339 INFO    SenderThread:11509 [sender.py:transition_state():585] send defer: 9
2024-03-01 17:32:39,339 DEBUG   SenderThread:11509 [sender.py:send_request():361] send_request: poll_exit
2024-03-01 17:32:39,339 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: defer
2024-03-01 17:32:39,339 INFO    HandlerThread:11509 [handler.py:handle_request_defer():170] handle defer: 9
2024-03-01 17:32:39,339 DEBUG   SenderThread:11509 [sender.py:send():334] send: artifact
2024-03-01 17:32:39,711 INFO    Thread-13 :11509 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files/output.log
2024-03-01 17:32:39,891 INFO    SenderThread:11509 [sender.py:send_artifact():1415] sent artifact job-https___github.com_dariusstrongman_Project-Build-an-ML-Pipeline-Starter.git_src_train_random_forest_run.py - {'id': 'QXJ0aWZhY3Q6NzM2ODEyNDY1', 'digest': '0eceac32f9cb961fd85e2f3603e2e3c5', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'job-https___github.com_dariusstrongman_Project-Build-an-ML-Pipeline-Starter.git_src_train_random_forest_run.py', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE0NDYwOTMxNw==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NzM2ODEyNDY1', 'versionIndex': 0}}, 'version': 'v0'}
2024-03-01 17:32:39,891 DEBUG   SenderThread:11509 [sender.py:send_request():361] send_request: defer
2024-03-01 17:32:39,891 INFO    SenderThread:11509 [sender.py:send_request_defer():581] handle sender defer: 9
2024-03-01 17:32:39,891 INFO    SenderThread:11509 [dir_watcher.py:finish():362] shutting down directory watcher
2024-03-01 17:32:40,373 DEBUG   HandlerThread:11509 [handler.py:handle_request():144] handle_request: poll_exit
2024-03-01 17:32:40,750 INFO    SenderThread:11509 [dir_watcher.py:finish():392] scan: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files
2024-03-01 17:32:40,750 INFO    SenderThread:11509 [dir_watcher.py:finish():406] scan save: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files/output.log output.log
2024-03-01 17:32:40,751 INFO    SenderThread:11509 [dir_watcher.py:finish():406] scan save: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files/config.yaml config.yaml
2024-03-01 17:32:40,751 INFO    SenderThread:11509 [dir_watcher.py:finish():406] scan save: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files/conda-environment.yaml conda-environment.yaml
2024-03-01 17:32:40,751 INFO    SenderThread:11509 [dir_watcher.py:finish():406] scan save: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files/requirements.txt requirements.txt
2024-03-01 17:32:40,751 INFO    SenderThread:11509 [dir_watcher.py:finish():406] scan save: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240301_173235-7a1ew4p9/files/wandb-metadata.json wandb-metadata.json
