2024-02-29 23:58:41,266 INFO    StreamThr :3939 [internal.py:wandb_internal():87] W&B internal server running at pid: 3939, started at: 2024-02-29 23:58:41.266131
2024-02-29 23:58:41,268 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: status
2024-02-29 23:58:41,274 INFO    WriterThread:3939 [datastore.py:open_for_write():85] open: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240229_235841-zax0rku6/run-zax0rku6.wandb
2024-02-29 23:58:41,275 DEBUG   SenderThread:3939 [sender.py:send():334] send: header
2024-02-29 23:58:41,299 DEBUG   SenderThread:3939 [sender.py:send():334] send: run
2024-02-29 23:58:41,547 INFO    SenderThread:3939 [dir_watcher.py:__init__():216] watching files in: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240229_235841-zax0rku6/files
2024-02-29 23:58:41,547 INFO    SenderThread:3939 [sender.py:_start_run_threads():1065] run started: zax0rku6 with start time 1709272721.266518
2024-02-29 23:58:41,547 DEBUG   SenderThread:3939 [sender.py:send_request():361] send_request: summary_record
2024-02-29 23:58:41,547 INFO    SenderThread:3939 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-02-29 23:58:41,548 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: check_version
2024-02-29 23:58:41,548 DEBUG   SenderThread:3939 [sender.py:send_request():361] send_request: check_version
2024-02-29 23:58:41,619 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: run_start
2024-02-29 23:58:41,620 DEBUG   HandlerThread:3939 [system_info.py:__init__():31] System info init
2024-02-29 23:58:41,620 DEBUG   HandlerThread:3939 [system_info.py:__init__():46] System info init done
2024-02-29 23:58:41,620 INFO    HandlerThread:3939 [system_monitor.py:start():151] Starting system monitor
2024-02-29 23:58:41,621 INFO    SystemMonitor:3939 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-02-29 23:58:41,621 INFO    HandlerThread:3939 [system_monitor.py:probe():172] Collecting system info
2024-02-29 23:58:41,622 DEBUG   HandlerThread:3939 [system_info.py:probe():195] Probing system
2024-02-29 23:58:41,626 INFO    SystemMonitor:3939 [interfaces.py:start():168] Started cpu
2024-02-29 23:58:41,628 INFO    SystemMonitor:3939 [interfaces.py:start():168] Started disk
2024-02-29 23:58:41,629 INFO    SystemMonitor:3939 [interfaces.py:start():168] Started memory
2024-02-29 23:58:41,629 INFO    SystemMonitor:3939 [interfaces.py:start():168] Started network
2024-02-29 23:58:41,632 DEBUG   HandlerThread:3939 [system_info.py:_probe_git():180] Probing git
2024-02-29 23:58:41,648 DEBUG   HandlerThread:3939 [system_info.py:_probe_git():188] Probing git done
2024-02-29 23:58:41,648 DEBUG   HandlerThread:3939 [system_info.py:probe():241] Probing system done
2024-02-29 23:58:41,648 DEBUG   HandlerThread:3939 [system_monitor.py:probe():181] {'os': 'Linux-5.15.0-97-generic-x86_64-with-glibc2.35', 'python': '3.9.18', 'heartbeatAt': '2024-03-01T05:58:41.622525', 'startedAt': '2024-03-01T05:58:41.258594', 'docker': None, 'cuda': None, 'args': ('--trainval_artifact', 'trainval_data.csv:latest', '--val_size', '0.2', '--random_seed', '42', '--stratify_by', 'neighbourhood_group', '--rf_config', '/home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/multirun/2024-02-29/23-58-37/0/rf_config.json', '--max_tfidf_features', '5', '--output_artifact', 'random_forest_export'), 'state': 'running', 'program': '/home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/run.py', 'codePath': 'src/train_random_forest/run.py', 'git': {'remote': 'https://github.com/dariusstrongman/Project-Build-an-ML-Pipeline-Starter.git', 'commit': '077621b0ed54d88e8c2f5ef3dea7b725c4ea7c98'}, 'email': None, 'root': '/home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter', 'host': 'dariusstrongman-virtual-machine', 'username': 'dariusstrongman', 'executable': '/home/dariusstrongman/miniconda3/envs/mlflow-d6c04384fb9356865b6d231fc3cbd1b1b9b4863e/bin/python', 'cpu_count': 2, 'cpu_count_logical': 2, 'cpu_freq': {'current': 2904.0, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2904.0, 'min': 0.0, 'max': 0.0}, {'current': 2904.0, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 28.865177154541016, 'used': 22.44989776611328}, 'memory': {'total': 3.7856826782226562}}
2024-02-29 23:58:41,648 INFO    HandlerThread:3939 [system_monitor.py:probe():182] Finished collecting system info
2024-02-29 23:58:41,648 INFO    HandlerThread:3939 [system_monitor.py:probe():185] Publishing system info
2024-02-29 23:58:41,648 DEBUG   HandlerThread:3939 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-02-29 23:58:41,648 DEBUG   HandlerThread:3939 [system_info.py:_save_pip():67] Saving pip packages done
2024-02-29 23:58:41,649 DEBUG   HandlerThread:3939 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-02-29 23:58:42,551 INFO    Thread-13 :3939 [dir_watcher.py:_on_file_created():275] file/dir created: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240229_235841-zax0rku6/files/conda-environment.yaml
2024-02-29 23:58:42,551 INFO    Thread-13 :3939 [dir_watcher.py:_on_file_created():275] file/dir created: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240229_235841-zax0rku6/files/requirements.txt
2024-02-29 23:58:42,551 INFO    Thread-13 :3939 [dir_watcher.py:_on_file_created():275] file/dir created: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240229_235841-zax0rku6/files/wandb-summary.json
2024-02-29 23:58:43,229 DEBUG   HandlerThread:3939 [system_info.py:_save_conda():86] Saving conda packages done
2024-02-29 23:58:43,229 INFO    HandlerThread:3939 [system_monitor.py:probe():187] Finished publishing system info
2024-02-29 23:58:43,232 DEBUG   SenderThread:3939 [sender.py:send():334] send: files
2024-02-29 23:58:43,232 INFO    SenderThread:3939 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2024-02-29 23:58:43,236 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: stop_status
2024-02-29 23:58:43,237 DEBUG   SenderThread:3939 [sender.py:send_request():361] send_request: stop_status
2024-02-29 23:58:43,346 DEBUG   SenderThread:3939 [sender.py:send():334] send: telemetry
2024-02-29 23:58:43,347 DEBUG   SenderThread:3939 [sender.py:send():334] send: config
2024-02-29 23:58:43,347 DEBUG   SenderThread:3939 [sender.py:send():334] send: config
2024-02-29 23:58:43,394 DEBUG   SenderThread:3939 [sender.py:send():334] send: exit
2024-02-29 23:58:43,394 INFO    SenderThread:3939 [sender.py:send_exit():557] handling exit code: 1
2024-02-29 23:58:43,394 INFO    SenderThread:3939 [sender.py:send_exit():559] handling runtime: 1
2024-02-29 23:58:43,394 INFO    SenderThread:3939 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-02-29 23:58:43,395 INFO    SenderThread:3939 [sender.py:send_exit():565] send defer
2024-02-29 23:58:43,395 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: defer
2024-02-29 23:58:43,395 INFO    HandlerThread:3939 [handler.py:handle_request_defer():170] handle defer: 0
2024-02-29 23:58:43,395 DEBUG   SenderThread:3939 [sender.py:send_request():361] send_request: defer
2024-02-29 23:58:43,395 INFO    SenderThread:3939 [sender.py:send_request_defer():581] handle sender defer: 0
2024-02-29 23:58:43,395 INFO    SenderThread:3939 [sender.py:transition_state():585] send defer: 1
2024-02-29 23:58:43,395 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: defer
2024-02-29 23:58:43,395 INFO    HandlerThread:3939 [handler.py:handle_request_defer():170] handle defer: 1
2024-02-29 23:58:43,396 DEBUG   SenderThread:3939 [sender.py:send_request():361] send_request: defer
2024-02-29 23:58:43,396 INFO    SenderThread:3939 [sender.py:send_request_defer():581] handle sender defer: 1
2024-02-29 23:58:43,396 INFO    SenderThread:3939 [sender.py:transition_state():585] send defer: 2
2024-02-29 23:58:43,396 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: defer
2024-02-29 23:58:43,396 INFO    HandlerThread:3939 [handler.py:handle_request_defer():170] handle defer: 2
2024-02-29 23:58:43,396 INFO    HandlerThread:3939 [system_monitor.py:finish():161] Stopping system monitor
2024-02-29 23:58:43,400 INFO    HandlerThread:3939 [interfaces.py:finish():175] Joined cpu
2024-02-29 23:58:43,400 INFO    HandlerThread:3939 [interfaces.py:finish():175] Joined disk
2024-02-29 23:58:43,400 INFO    HandlerThread:3939 [interfaces.py:finish():175] Joined memory
2024-02-29 23:58:43,400 INFO    HandlerThread:3939 [interfaces.py:finish():175] Joined network
2024-02-29 23:58:43,401 DEBUG   SystemMonitor:3939 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2024-02-29 23:58:43,401 DEBUG   SystemMonitor:3939 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2024-02-29 23:58:43,401 DEBUG   SystemMonitor:3939 [system_monitor.py:_start():141] Publishing last batch of metrics
2024-02-29 23:58:43,402 DEBUG   SenderThread:3939 [sender.py:send_request():361] send_request: defer
2024-02-29 23:58:43,402 INFO    SenderThread:3939 [sender.py:send_request_defer():581] handle sender defer: 2
2024-02-29 23:58:43,402 INFO    SenderThread:3939 [sender.py:transition_state():585] send defer: 3
2024-02-29 23:58:43,402 DEBUG   SenderThread:3939 [sender.py:send():334] send: stats
2024-02-29 23:58:43,402 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: defer
2024-02-29 23:58:43,402 INFO    HandlerThread:3939 [handler.py:handle_request_defer():170] handle defer: 3
2024-02-29 23:58:43,402 DEBUG   SenderThread:3939 [sender.py:send_request():361] send_request: defer
2024-02-29 23:58:43,402 INFO    SenderThread:3939 [sender.py:send_request_defer():581] handle sender defer: 3
2024-02-29 23:58:43,402 INFO    SenderThread:3939 [sender.py:transition_state():585] send defer: 4
2024-02-29 23:58:43,402 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: defer
2024-02-29 23:58:43,402 INFO    HandlerThread:3939 [handler.py:handle_request_defer():170] handle defer: 4
2024-02-29 23:58:43,403 DEBUG   SenderThread:3939 [sender.py:send_request():361] send_request: defer
2024-02-29 23:58:43,403 INFO    SenderThread:3939 [sender.py:send_request_defer():581] handle sender defer: 4
2024-02-29 23:58:43,403 INFO    SenderThread:3939 [sender.py:transition_state():585] send defer: 5
2024-02-29 23:58:43,403 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: defer
2024-02-29 23:58:43,403 INFO    HandlerThread:3939 [handler.py:handle_request_defer():170] handle defer: 5
2024-02-29 23:58:43,403 DEBUG   SenderThread:3939 [sender.py:send():334] send: summary
2024-02-29 23:58:43,403 INFO    SenderThread:3939 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-02-29 23:58:43,404 DEBUG   SenderThread:3939 [sender.py:send_request():361] send_request: defer
2024-02-29 23:58:43,404 INFO    SenderThread:3939 [sender.py:send_request_defer():581] handle sender defer: 5
2024-02-29 23:58:43,404 INFO    SenderThread:3939 [sender.py:transition_state():585] send defer: 6
2024-02-29 23:58:43,404 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: defer
2024-02-29 23:58:43,404 INFO    HandlerThread:3939 [handler.py:handle_request_defer():170] handle defer: 6
2024-02-29 23:58:43,404 DEBUG   SenderThread:3939 [sender.py:send_request():361] send_request: defer
2024-02-29 23:58:43,404 INFO    SenderThread:3939 [sender.py:send_request_defer():581] handle sender defer: 6
2024-02-29 23:58:43,409 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: status_report
2024-02-29 23:58:43,514 INFO    SenderThread:3939 [sender.py:transition_state():585] send defer: 7
2024-02-29 23:58:43,514 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: defer
2024-02-29 23:58:43,514 INFO    HandlerThread:3939 [handler.py:handle_request_defer():170] handle defer: 7
2024-02-29 23:58:43,514 DEBUG   SenderThread:3939 [sender.py:send_request():361] send_request: defer
2024-02-29 23:58:43,514 INFO    SenderThread:3939 [sender.py:send_request_defer():581] handle sender defer: 7
2024-02-29 23:58:43,552 INFO    Thread-13 :3939 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240229_235841-zax0rku6/files/config.yaml
2024-02-29 23:58:43,552 INFO    Thread-13 :3939 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240229_235841-zax0rku6/files/conda-environment.yaml
2024-02-29 23:58:43,552 INFO    Thread-13 :3939 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240229_235841-zax0rku6/files/wandb-summary.json
2024-02-29 23:58:43,552 INFO    Thread-13 :3939 [dir_watcher.py:_on_file_created():275] file/dir created: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240229_235841-zax0rku6/files/output.log
2024-02-29 23:58:43,552 INFO    Thread-13 :3939 [dir_watcher.py:_on_file_created():275] file/dir created: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240229_235841-zax0rku6/files/wandb-metadata.json
2024-02-29 23:58:43,646 INFO    Thread-16 :3939 [upload_job.py:push():143] Uploaded file /tmp/tmpncqjq7l9wandb/0u81pxiv-wandb-metadata.json
2024-02-29 23:58:44,395 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: poll_exit
2024-02-29 23:58:45,358 INFO    SenderThread:3939 [sender.py:transition_state():585] send defer: 8
2024-02-29 23:58:45,358 DEBUG   SenderThread:3939 [sender.py:send_request():361] send_request: poll_exit
2024-02-29 23:58:45,358 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: defer
2024-02-29 23:58:45,358 INFO    HandlerThread:3939 [handler.py:handle_request_defer():170] handle defer: 8
2024-02-29 23:58:45,358 DEBUG   SenderThread:3939 [sender.py:send_request():361] send_request: defer
2024-02-29 23:58:45,358 INFO    SenderThread:3939 [sender.py:send_request_defer():581] handle sender defer: 8
2024-02-29 23:58:45,363 INFO    SenderThread:3939 [sender.py:transition_state():585] send defer: 9
2024-02-29 23:58:45,363 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: defer
2024-02-29 23:58:45,363 INFO    HandlerThread:3939 [handler.py:handle_request_defer():170] handle defer: 9
2024-02-29 23:58:45,363 DEBUG   SenderThread:3939 [sender.py:send():334] send: artifact
2024-02-29 23:58:45,398 DEBUG   HandlerThread:3939 [handler.py:handle_request():144] handle_request: poll_exit
2024-02-29 23:58:45,556 INFO    Thread-13 :3939 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/dariusstrongman/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240229_235841-zax0rku6/files/output.log
2024-02-29 23:58:45,875 INFO    SenderThread:3939 [sender.py:send_artifact():1415] sent artifact job-https___github.com_dariusstrongman_Project-Build-an-ML-Pipeline-Starter.git_src_train_random_forest_run.py - {'id': 'QXJ0aWZhY3Q6NzM2MDEyODI3', 'digest': '0eceac32f9cb961fd85e2f3603e2e3c5', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'job-https___github.com_dariusstrongman_Project-Build-an-ML-Pipeline-Starter.git_src_train_random_forest_run.py', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE0NDM1NDY4NA==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NzM2MDEyODI3', 'versionIndex': 0}}, 'version': 'v0'}
2024-02-29 23:58:45,875 DEBUG   SenderThread:3939 [sender.py:send_request():361] send_request: defer
2024-02-29 23:58:45,876 INFO    SenderThread:3939 [sender.py:send_request_defer():581] handle sender defer: 9
2024-02-29 23:58:45,876 INFO    SenderThread:3939 [dir_watcher.py:finish():362] shutting down directory watcher
